review,cleaned_review,rating,date,bank,sentiment_label,sentiment_score,identified_theme
Fingerprint login would be convenient Update needed.,fingerprint login would be convenient update needed.,5,2025-12-12,Dashen,neutral,0.5,Account Access
Transaction processing is fast and reliable Great work!,transaction processing is fast and reliable great work!,5,2026-02-23,Dashen,positive,0.6,Transaction Performance
"Good UI, very intuitive and easy to navigate Update needed.","good ui, very intuitive and easy to navigate update needed.",4,2026-02-03,Dashen,positive,0.4444444444444444,UI and Design
Dark mode needed for night usage Great work!,dark mode needed for night usage great work!,5,2026-04-06,Dashen,positive,0.425,Feature Requests
App could use better notification system So frustrating.,app could use better notification system so frustrating.,3,2026-03-07,Dashen,neutral,0.5,Feature Requests
Please add QR payment feature like other banks Highly recommend.,please add qr payment feature like other banks highly recommend.,1,2026-05-10,Dashen,neutral,0.5,Feature Requests
Fingerprint login would be convenient Very disappointed.,fingerprint login would be convenient very disappointed.,3,2026-03-23,Dashen,negative,0.9750000000000001,Account Access
"Good UI, very intuitive and easy to navigate Great work!","good ui, very intuitive and easy to navigate great work!",1,2026-02-17,Dashen,positive,0.5833333333333333,UI and Design
Transaction processing is fast and reliable,transaction processing is fast and reliable,4,2025-12-06,Dashen,positive,0.2,Transaction Performance
Please add QR payment feature like other banks So frustrating.,please add qr payment feature like other banks so frustrating.,1,2026-01-31,Dashen,negative,0.2625,Feature Requests
Please add QR payment feature like other banks Update needed.,please add qr payment feature like other banks update needed.,4,2025-12-10,Dashen,negative,0.125,Feature Requests
"Best banking app in Ethiopia, very satisfied Very disappointed.","best banking app in ethiopia, very satisfied very disappointed.",4,2026-04-14,Dashen,positive,0.22499999999999995,Other
Fingerprint login would be convenient Please fix!,fingerprint login would be convenient please fix!,4,2026-01-17,Dashen,neutral,0.5,Account Access
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",2,2025-12-02,Dashen,neutral,0.5,Transaction Performance
"Good UI, very intuitive and easy to navigate","good ui, very intuitive and easy to navigate",5,2026-04-18,Dashen,positive,0.4444444444444444,UI and Design
"Working great so far, no major issues Update needed.","working great so far, no major issues update needed.",5,2026-05-07,Dashen,positive,0.28958333333333336,Other
"Good UI, very intuitive and easy to navigate Highly recommend.","good ui, very intuitive and easy to navigate highly recommend.",4,2026-02-05,Dashen,positive,0.3733333333333333,UI and Design
"Working great so far, no major issues Please fix!","working great so far, no major issues please fix!",4,2026-03-04,Dashen,positive,0.2869791666666667,Other
OTP sometimes delayed but works eventually Update needed.,otp sometimes delayed but works eventually update needed.,2,2026-05-04,Dashen,neutral,0.5,Account Access
App could use better notification system,app could use better notification system,5,2026-04-04,Dashen,positive,0.5,Feature Requests
Customer service responded quickly to my query Very disappointed.,customer service responded quickly to my query very disappointed.,4,2026-02-01,Dashen,negative,0.3208333333333334,UI and Design
Dark mode needed for night usage Please fix!,dark mode needed for night usage please fix!,4,2025-12-18,Dashen,negative,0.1875,Feature Requests
Dark mode needed for night usage,dark mode needed for night usage,1,2026-02-10,Dashen,negative,0.15,Feature Requests
Love the new features being added regularly So frustrating.,love the new features being added regularly so frustrating.,3,2026-01-06,Dashen,neutral,0.5,Feature Requests
"Best banking app in Ethiopia, very satisfied Great work!","best banking app in ethiopia, very satisfied great work!",3,2025-12-12,Dashen,positive,0.8833333333333333,Other
Love the new features being added regularly Update needed.,love the new features being added regularly update needed.,5,2026-02-14,Dashen,positive,0.21212121212121213,Feature Requests
Fingerprint login would be convenient,fingerprint login would be convenient,2,2025-11-29,Dashen,neutral,0.5,Account Access
"Fast transfers, love the speed and reliability So frustrating.","fast transfers, love the speed and reliability so frustrating.",3,2026-05-06,Dashen,neutral,0.5,Transaction Performance
"Working great so far, no major issues Highly recommend.","working great so far, no major issues highly recommend.",1,2025-12-19,Dashen,positive,0.2571875,Other
Love the new features being added regularly,love the new features being added regularly,3,2026-03-19,Dashen,positive,0.21212121212121213,Feature Requests
Love the new features being added regularly Very disappointed.,love the new features being added regularly very disappointed.,5,2026-04-28,Dashen,negative,0.11287878787878791,Feature Requests
Please add QR payment feature like other banks Very disappointed.,please add qr payment feature like other banks very disappointed.,5,2026-01-11,Dashen,negative,0.55,Feature Requests
Transaction processing is fast and reliable Update needed.,transaction processing is fast and reliable update needed.,2,2025-11-26,Dashen,positive,0.2,Transaction Performance
Dark mode needed for night usage So frustrating.,dark mode needed for night usage so frustrating.,5,2026-03-30,Dashen,negative,0.275,Feature Requests
Transaction processing is fast and reliable Highly recommend.,transaction processing is fast and reliable highly recommend.,5,2025-11-28,Dashen,positive,0.18,Transaction Performance
Sometimes slow but generally good experience Update needed.,sometimes slow but generally good experience update needed.,2,2025-12-28,Dashen,positive,0.19999999999999996,Transaction Performance
OTP sometimes delayed but works eventually,otp sometimes delayed but works eventually,3,2025-11-23,Dashen,neutral,0.5,Account Access
Please add QR payment feature like other banks Great work!,please add qr payment feature like other banks great work!,5,2026-03-09,Dashen,positive,0.4375,Feature Requests
Sometimes slow but generally good experience,sometimes slow but generally good experience,5,2026-05-08,Dashen,positive,0.19999999999999996,Transaction Performance
"Working great so far, no major issues So frustrating.","working great so far, no major issues so frustrating.",5,2026-03-09,Dashen,positive,0.1171875,Other
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",4,2025-12-12,Dashen,positive,0.6,Feature Requests
"Very secure, feels safe to use Please fix!","very secure, feels safe to use please fix!",4,2026-05-17,Dashen,positive,0.5725,Other
App could use better notification system So frustrating.,app could use better notification system so frustrating.,3,2026-04-28,Dashen,neutral,0.5,Feature Requests
Transaction processing is fast and reliable Very disappointed.,transaction processing is fast and reliable very disappointed.,5,2026-02-23,Dashen,negative,0.38750000000000007,Transaction Performance
"Best banking app in Ethiopia, very satisfied Very disappointed.","best banking app in ethiopia, very satisfied very disappointed.",3,2026-04-19,Dashen,positive,0.22499999999999995,Other
Customer service responded quickly to my query Great work!,customer service responded quickly to my query great work!,5,2026-04-14,Dashen,positive,0.6666666666666666,UI and Design
"Very secure, feels safe to use Please fix!","very secure, feels safe to use please fix!",4,2025-12-20,Dashen,positive,0.5725,Other
"Good UI, very intuitive and easy to navigate","good ui, very intuitive and easy to navigate",1,2026-01-26,Dashen,positive,0.4444444444444444,UI and Design
"Very secure, feels safe to use Update needed.","very secure, feels safe to use update needed.",5,2025-12-22,Dashen,positive,0.51,Other
OTP sometimes delayed but works eventually,otp sometimes delayed but works eventually,4,2026-02-22,Dashen,neutral,0.5,Account Access
"Good UI, very intuitive and easy to navigate Please fix!","good ui, very intuitive and easy to navigate please fix!",1,2025-12-21,Dashen,positive,0.48055555555555557,UI and Design
"Fast transfers, love the speed and reliability Very disappointed.","fast transfers, love the speed and reliability very disappointed.",4,2026-01-01,Dashen,neutral,0.5,Transaction Performance
"Need budgeting tools please, would be very helpful Great work!","need budgeting tools please, would be very helpful great work!",5,2026-02-06,Dashen,positive,0.6,Feature Requests
